CID,Drug Name,Accession,Gene Symbol
10601989,CHEMBL312554,P08246,ELANE
15726866,CHEMBL310781,P08246,ELANE
44312840,CHEMBL306859,P08246,ELANE
13926,Bentranil,P08246,ELANE
11236753,CHEMBL39204,P08246,ELANE
44398885,CHEMBL189159,P08246,ELANE
15547238,CHEMBL417303,P08246,ELANE
44362882,CHEMBL445912,P08246,ELANE
10517868,CHEMBL40861,P08246,ELANE
160817,1-Hydroxy-2-methylanthraquinone,P08246,ELANE
44287706,CHEMBL288236,P08246,ELANE
44319423,CHEMBL313683,P08246,ELANE
44368456,CHEMBL422507,P08246,ELANE
44368099,CHEMBL424148,P08246,ELANE
15726851,CHEMBL85874,P08246,ELANE
10361206,CHEMBL25490,P08246,ELANE
15726859,CHEMBL83814,P08246,ELANE
44368121,CHEMBL152341,P08246,ELANE
9984779,CID 9937132,P08246,ELANE
14010404,CHEMBL9702,P08246,ELANE
10324367,Boceprevir,P08246,ELANE
46228924,CHEMBL599872,P08246,ELANE
44368174,CHEMBL152815,P08246,ELANE
44296328,CHEMBL300430,P08246,ELANE
44312660,CHEMBL73833,P08246,ELANE
44287906,CHEMBL40270,P08246,ELANE
44288052,CHEMBL40878,P08246,ELANE
607716,4-Benzoylphenyl acetate,P08246,ELANE
10426076,CHEMBL14223,P08246,ELANE
11742000,CHEMBL322177,P08246,ELANE
45269266,CHEMBL562191,P08246,ELANE
44312771,CHEMBL307886,P08246,ELANE
10367217,CHEMBL172183,P08246,ELANE
695069,ST040019,P08246,ELANE
11760115,CHEMBL302630,P08246,ELANE
387447,Bortezomib,P08246,ELANE
343129,NSC382139,P08246,ELANE
44319419,CHEMBL82333,P08246,ELANE
44287670,CHEMBL41525,P08246,ELANE
44287920,CHEMBL41539,P08246,ELANE
65064,EGCG,P08246,ELANE
44345532,CHEMBL331243,P08246,ELANE
487110,AC1LAFMD,P08246,ELANE
10556018,CHEMBL310533,P08246,ELANE
482284,AC1LA6DU,P08246,ELANE
24822701,CHEMBL1078411,P08246,ELANE
4784,Phenylmethylsulfonylfluoride,P08246,ELANE
3220,Schuttgelb,P08246,ELANE
18395048,CHEMBL31363,P08246,ELANE
44584931,CHEMBL450997,P08246,ELANE
44280152,CHEMBL285585,P08246,ELANE
44279792,CHEMBL284984,P08246,ELANE
44279951,CHEMBL281672,P08246,ELANE
44279873,CHEMBL281518,P08246,ELANE
674640,AC1LDSBZ,P08246,ELANE
10346121,CHEMBL287630,P08246,ELANE
44280172,CHEMBL30356,P08246,ELANE
10087296,CHEMBL314721,P08246,ELANE
10457653,CHEMBL31788,P08246,ELANE
14760308,CHEMBL312438,P08246,ELANE
14760306,CHEMBL310583,P08246,ELANE
18395047,CHEMBL30957,P08246,ELANE
674639,ST033203,P08246,ELANE
44461664,CHEMBL310800,P08246,ELANE
10076168,CHEMBL168761,P08246,ELANE
482292,AC1LA6EI,P08246,ELANE
482288,AC1LA6E6,P08246,ELANE
482291,AC1LA6EF,P08246,ELANE
482287,AC1LA6E3,P08246,ELANE
482278,AIDS097810,P08246,ELANE
482279,AIDS097810,P08246,ELANE
482277,AC1LA6D9,P08246,ELANE
482280,AIDS097812,P08246,ELANE
482290,AC1LA6EC,P08246,ELANE
14760380,CHEMBL309710,P08246,ELANE
44282051,CHEMBL35353,P08246,ELANE
10756289,AIDS097911,P08246,ELANE
482289,AC1LA6E9,P08246,ELANE
44312861,CHEMBL74813,P08246,ELANE
10415426,CHEMBL169076,P08246,ELANE
685663,ZINC00052672,P08246,ELANE
3534338,AC1MSHAK,P08246,ELANE
44279823,CHEMBL30969,P08246,ELANE
44279475,CHEMBL31272,P08246,ELANE
16147570,CHEMBL216442,P08246,ELANE
15726875,CHEMBL314279,P08246,ELANE
15726832,CHEMBL83700,P08246,ELANE
15573427,CHEMBL84061,P08246,ELANE
15726841,CHEMBL311340,P08246,ELANE
15726844,CHEMBL315423,P08246,ELANE
15726833,CHEMBL85213,P08246,ELANE
15726867,CHEMBL85352,P08246,ELANE
13880838,CHEMBL85914,P08246,ELANE
15726835,CHEMBL84782,P08246,ELANE
10326668,CHEMBL75477,P08246,ELANE
6773,METHYLANTHRAQUINONE,P08246,ELANE
15726852,CHEMBL315626,P08246,ELANE
10638623,AIDS097913,P08246,ELANE
11983863,CHEMBL9995,P08246,ELANE
20645586,CHEMBL12738,P08246,ELANE
10457246,CHEMBL435611,P08246,ELANE
44561931,CHEMBL461946,P08246,ELANE
15726831,CHEMBL420595,P08246,ELANE
44318572,CHEMBL431591,P08246,ELANE
44306778,CHEMBL63952,P08246,ELANE
14379792,CHEMBL81902,P08246,ELANE
44381295,CHEMBL355477,P08246,ELANE
44264829,CHEMBL7958,P08246,ELANE
44319383,CHEMBL418925,P08246,ELANE
46882316,()-oxazepam hemisuccinate sodium salt,P08246,ELANE
44266374,CHEMBL274788,P08246,ELANE
44319375,CHEMBL85693,P08246,ELANE
46933351,CHEMBL1243072,P08246,ELANE
674635,ZINC00037163,P08246,ELANE
10241309,CHEMBL10625,P08246,ELANE
15726874,CHEMBL84164,P08246,ELANE
15726871,CHEMBL309389,P08246,ELANE
15726860,CHEMBL406129,P08246,ELANE
15726842,CHEMBL420409,P08246,ELANE
5280980,Clavulansaeure,P08246,ELANE
13629122,CHEMBL82774,P08246,ELANE
14010393,CHEMBL10176,P08246,ELANE
44274252,CHEMBL278385,P08246,ELANE
14010389,CHEMBL417974,P08246,ELANE
45270120,CHEMBL550399,P08246,ELANE
9852378,CHEMBL594720,P08246,ELANE
44626814,CHEMBL566475,P08246,ELANE
44298614,CHEMBL293757,P08246,ELANE
44299061,CHEMBL300447,P08246,ELANE
10371178,CHEMBL112880,P08246,ELANE
45267494,CHEMBL560070,P08246,ELANE
44383544,CHEBI:648807,P08246,ELANE
10098932,CHEMBL11398,P08246,ELANE
9809577,CHEMBL595075,P08246,ELANE
45273539,CHEMBL557516,P08246,ELANE
10343847,CHEMBL23234,P08246,ELANE
44342811,CHEMBL116606,P08246,ELANE
10099223,CHEMBL109488,P08246,ELANE
10347871,CHEMBL325234,P08246,ELANE
5480997,AC1NUJYT,P08246,ELANE
45271784,CHEMBL551526,P08246,ELANE
44300217,CHEMBL56876,P08246,ELANE
9830860,CHEMBL594572,P08246,ELANE
44338821,CHEMBL419918,P08246,ELANE
10744962,CHEMBL306877,P08246,ELANE
10579613,CHEMBL110400,P08246,ELANE
44309073,CHEMBL302123,P08246,ELANE
45268419,CHEMBL562133,P08246,ELANE
10369593,CHEMBL322104,P08246,ELANE
44298819,CHEMBL54522,P08246,ELANE
13853519,CHEMBL143431,P08246,ELANE
9960766,CHEMBL593985,P08246,ELANE
10484261,CHEMBL336132,P08246,ELANE
11742114,CHEMBL39165,P08246,ELANE
10369681,CHEMBL11391,P08246,ELANE
44300181,CHEMBL265769,P08246,ELANE
44383145,CHEBI:648701,P08246,ELANE
10258115,CHEMBL435413,P08246,ELANE
10077327,CHEMBL113132,P08246,ELANE
45269268,CHEMBL562390,P08246,ELANE
46838144,CHEMBL1172443,P08246,ELANE
44352050,CHEMBL340530,P08246,ELANE
10088912,CHEMBL89549,P08246,ELANE
44298921,CHEMBL293707,P08246,ELANE
44299990,CHEMBL294652,P08246,ELANE
44299977,CHEMBL60521,P08246,ELANE
9809309,CHEMBL594202,P08246,ELANE
45268358,CHEMBL561734,P08246,ELANE
10769657,CHEMBL108504,P08246,ELANE
10347721,CHEMBL113187,P08246,ELANE
44309043,CHEMBL305259,P08246,ELANE
10537951,CHEMBL299381,P08246,ELANE
44366665,CHEMBL150384,P08246,ELANE
9892781,CID 9892781,P08246,ELANE
25205745,CHEMBL562134,P08246,ELANE
45270119,CHEMBL563702,P08246,ELANE
10076908,CHEMBL129496,P08246,ELANE
44341355,CHEMBL323694,P08246,ELANE
121963,L 658758,P08246,ELANE
44626811,CHEMBL566906,P08246,ELANE
44298890,CHEMBL57550,P08246,ELANE
11741764,CHEMBL296159,P08246,ELANE
10453578,CHEMBL90327,P08246,ELANE
44359985,CHEMBL342170,P08246,ELANE
44372603,CHEMBL157261,P08246,ELANE
44298922,CHEMBL57368,P08246,ELANE
44331115,CHEMBL100620,P08246,ELANE
44298957,CHEMBL293356,P08246,ELANE
10300829,CHEMBL281401,P08246,ELANE
10504803,CHEMBL110559,P08246,ELANE
10505514,CID 9892148,P08246,ELANE
44627003,CHEMBL566934,P08246,ELANE
10370853,CHEMBL340627,P08246,ELANE
2302435,ZINC03045392,P08246,ELANE
44298620,CHEMBL56713,P08246,ELANE
10347891,CHEMBL282694,P08246,ELANE
44380960,CHEMBL424550,P08246,ELANE
44298888,CHEMBL418117,P08246,ELANE
24823608,CHEMBL406492,P08246,ELANE
44368433,CHEMBL152303,P08246,ELANE
44298945,CHEMBL55161,P08246,ELANE
44298970,CHEMBL55386,P08246,ELANE
45272629,CHEMBL557654,P08246,ELANE
10579679,CID 10579679,P08246,ELANE
44300040,CHEMBL294671,P08246,ELANE
10554399,CHEMBL308415,P08246,ELANE
10101455,CHEMBL75526,P08246,ELANE
10053241,CHEMBL108783,P08246,ELANE
44296396,CHEMBL299730,P08246,ELANE
9873436,CHEMBL594184,P08246,ELANE
44298989,CHEMBL56162,P08246,ELANE
10077495,CHEMBL13753,P08246,ELANE
44627268,CHEMBL563439,P08246,ELANE
10331933,CHEMBL48654,P08246,ELANE
10053891,CHEMBL338651,P08246,ELANE
44298929,CHEMBL55726,P08246,ELANE
10452703,CHEMBL274085,P08246,ELANE
46838146,CHEMBL1172307,P08246,ELANE
44298875,CHEMBL293745,P08246,ELANE
44299976,CHEMBL60749,P08246,ELANE
10118557,CHEMBL281894,P08246,ELANE
44298980,CHEMBL56342,P08246,ELANE
10099715,CHEMBL131107,P08246,ELANE
9895636,CHEMBL595074,P08246,ELANE
10673962,CHEMBL110174,P08246,ELANE
14010400,CHEMBL267081,P08246,ELANE
9852363,CHEMBL594220,P08246,ELANE
44362979,CHEMBL143049,P08246,ELANE
44473064,CHEMBL594209,P08246,ELANE
10022457,CHEMBL88117,P08246,ELANE
10256440,CHEMBL275043,P08246,ELANE
44300174,CHEMBL406740,P08246,ELANE
44300289,CHEMBL57041,P08246,ELANE
44299009,CHEMBL55233,P08246,ELANE
10029003,CHEMBL267093,P08246,ELANE
468715,Benzoxazinone analog,P08246,ELANE
10816188,CHEMBL14165,P08246,ELANE
44473063,CHEMBL594012,P08246,ELANE
44300133,CHEMBL300557,P08246,ELANE
44387451,CHEMBL435348,P08246,ELANE
44298966,CHEMBL293062,P08246,ELANE
44359984,CHEMBL138869,P08246,ELANE
10436956,CHEMBL113358,P08246,ELANE
10415479,CHEMBL113110,P08246,ELANE
14760243,CHEMBL83564,P08246,ELANE
44300119,CHEMBL262266,P08246,ELANE
125700,Amcccdb,P08246,ELANE
44298556,CHEMBL298605,P08246,ELANE
10227093,CHEMBL22757,P08246,ELANE
10368099,CHEMBL367300,P08246,ELANE
10098504,CHEMBL11403,P08246,ELANE
10338134,CHEMBL89299,P08246,ELANE
44338018,CHEMBL278682,P08246,ELANE
10257311,CHEMBL113261,P08246,ELANE
10093766,CHEMBL325870,P08246,ELANE
14010402,CHEMBL9984,P08246,ELANE
10462803,CHEMBL303493,P08246,ELANE
10416037,CHEMBL114868,P08246,ELANE
10027816,CHEMBL111955,P08246,ELANE
11756768,CHEMBL418822,P08246,ELANE
10460720,CHEMBL11347,P08246,ELANE
10769317,CHEMBL105981,P08246,ELANE
44373205,CHEMBL159009,P08246,ELANE
10459649,CHEMBL113905,P08246,ELANE
10275675,CHEMBL279296,P08246,ELANE
44626906,CHEMBL583023,P08246,ELANE
10626170,CHEMBL66579,P08246,ELANE
44304039,CHEMBL416849,P08246,ELANE
10254338,CHEMBL88975,P08246,ELANE
10099305,CHEMBL113171,P08246,ELANE
10076625,CHEMBL303165,P08246,ELANE
10793294,CHEMBL14293,P08246,ELANE
46838145,CHEMBL1172306,P08246,ELANE
10099005,CHEMBL11098,P08246,ELANE
10370563,CHEMBL11335,P08246,ELANE
9972080,CHEMBL435213,P08246,ELANE
9917412,CHEMBL594037,P08246,ELANE
10435834,CHEMBL176540,P08246,ELANE
10026529,CHEMBL288700,P08246,ELANE
14089178,CHEMBL10222,P08246,ELANE
9894378,CHEMBL23104,P08246,ELANE
44300082,CHEMBL300333,P08246,ELANE
44298885,CHEMBL292141,P08246,ELANE
44460867,CHEMBL79493,P08246,ELANE
46838142,CHEMBL1172305,P08246,ELANE
44341378,CHEMBL112205,P08246,ELANE
44298984,CHEMBL59258,P08246,ELANE
44324931,CHEMBL92587,P08246,ELANE
44373019,CHEMBL340288,P08246,ELANE
44300092,CHEMBL264237,P08246,ELANE
9830622,CHEMBL594724,P08246,ELANE
44340543,CHEMBL112514,P08246,ELANE
10610038,CHEMBL298959,P08246,ELANE
9807572,CHEMBL595605,P08246,ELANE
44460865,CHEMBL314644,P08246,ELANE
46838143,CHEMBL1172265,P08246,ELANE
10071439,CHEMBL11113,P08246,ELANE
9827187,CHEMBL424770,P08246,ELANE
10348077,CHEMBL333835,P08246,ELANE
45267524,CHEMBL561873,P08246,ELANE
45269270,CHEMBL562391,P08246,ELANE
45272646,CHEMBL558847,P08246,ELANE
9938068,CHEMBL595591,P08246,ELANE
10392657,CHEMBL113321,P08246,ELANE
44473062,"tripeptide-based inhibitor, 14e",P08246,ELANE
44299897,CHEMBL56685,P08246,ELANE
468714,AC1LAHTN,P08246,ELANE
44300177,CHEMBL291766,P08246,ELANE
10651433,CHEMBL109949,P08246,ELANE
10116108,CID 10140078,P08246,ELANE
44626907,CHEMBL583408,P08246,ELANE
10049090,CHEMBL269181,P08246,ELANE
44299896,CHEMBL300336,P08246,ELANE
44300093,CHEMBL292348,P08246,ELANE
44298562,CHEMBL291309,P08246,ELANE
11754431,CHEMBL325154,P08246,ELANE
10437166,CHEMBL304354,P08246,ELANE
674652,AK-968/12572226,P08246,ELANE
10461918,CHEMBL152864,P08246,ELANE
44473065,CHEMBL594510,P08246,ELANE
44300180,CHEMBL383880,P08246,ELANE
44300110,CHEMBL57574,P08246,ELANE
45271797,CHEMBL549709,P08246,ELANE
10789763,CID 11797855,P08246,ELANE
10084731,CHEMBL153687,P08246,ELANE
10729570,CHEMBL301736,P08246,ELANE
10635550,CHEMBL297154,P08246,ELANE
10076806,CHEMBL280916,P08246,ELANE
10531366,CHEMBL14121,P08246,ELANE
44350500,CHEBI:647065,P08246,ELANE
9910174,CID 9910174,P08246,ELANE
44299000,CHEBI:645042,P08246,ELANE
44460906,CHEMBL309322,P08246,ELANE
10077412,CHEMBL162863,P08246,ELANE
44341377,CHEMBL112575,P08246,ELANE
9962331,CHEMBL419985,P08246,ELANE
10739339,CHEMBL422298,P08246,ELANE
10440316,CHEMBL334978,P08246,ELANE
44460879,CHEBI:645900,P08246,ELANE
44267444,CHEMBL11758,P08246,ELANE
10341700,CHEMBL432049,P08246,ELANE
44350534,CHEBI:647127,P08246,ELANE
10647461,CHEMBL343281,P08246,ELANE
10741446,CHEMBL143365,P08246,ELANE
44267097,CHEMBL11099,P08246,ELANE
10054085,CHEMBL269223,P08246,ELANE
10101834,CHEMBL405664,P08246,ELANE
10475537,CHEMBL288810,P08246,ELANE
44362002,CHEMBL143417,P08246,ELANE
44626999,CHEMBL567956,P08246,ELANE
10765017,CHEMBL142555,P08246,ELANE
10835541,CHEMBL141329,P08246,ELANE
15338151,CHEMBL12051,P08246,ELANE
11754640,CHEMBL11874,P08246,ELANE
10765018,CHEMBL434320,P08246,ELANE
10372900,CHEMBL336779,P08246,ELANE
10788924,CHEMBL356732,P08246,ELANE
10092679,CHEMBL41881,P08246,ELANE
10793641,CHEMBL108477,P08246,ELANE
44298605,CHEMBL56136,P08246,ELANE
10077534,CHEMBL165759,P08246,ELANE
122024,C30H34BrF3N4O7S,P08246,ELANE
44309050,CHEMBL306202,P08246,ELANE
10815914,CHEMBL302961,P08246,ELANE
10100215,CHEMBL111029,P08246,ELANE
10439282,CHEMBL337931,P08246,ELANE
10579493,CHEMBL106592,P08246,ELANE
44308946,CHEMBL432539,P08246,ELANE
11801735,CHEMBL110443,P08246,ELANE
44460844,CHEMBL82368,P08246,ELANE
10599457,CHEMBL341905,P08246,ELANE
11758548,CHEMBL262516,P08246,ELANE
44267462,CHEMBL274582,P08246,ELANE
10032899,CHEMBL127714,P08246,ELANE
44350513,CHEBI:647055,P08246,ELANE
9953653,CHEMBL50974,P08246,ELANE
10055681,CHEMBL130966,P08246,ELANE
44627000,CHEMBL568217,P08246,ELANE
9889727,CHEMBL98422,P08246,ELANE
10789380,CHEMBL356962,P08246,ELANE
44267442,CHEMBL11913,P08246,ELANE
177992,DMP 777,P08246,ELANE
10054360,CHEMBL430157,P08246,ELANE
44298860,CHEMBL55963,P08246,ELANE
44353485,CHEMBL131548,P08246,ELANE
10671534,CHEMBL142100,P08246,ELANE
10348957,CHEMBL164352,P08246,ELANE
10054620,CHEMBL348965,P08246,ELANE
10414698,CHEMBL163414,P08246,ELANE
44322028,CHEBI:651826,P08246,ELANE
44460801,CHEMBL311321,P08246,ELANE
44321915,CHEBI:651828,P08246,ELANE
9830037,CHEMBL162877,P08246,ELANE
44322388,CHEBI:646047,P08246,ELANE
44461152,CHEMBL79662,P08246,ELANE
439554,FUCOSE,P08246,ELANE
178662,CID 178662,P08246,ELANE
132893,Mdl 101146,P08246,ELANE
439353,galactopyranoside,P08246,ELANE
146207,2-Octynyladenosine,P08246,ELANE
284,Ameisensaeure,P08246,ELANE
107526,Traubenzucker,P08246,ELANE
107706,Sivelestat,P08246,ELANE
449193,Roflumilast,P08246,ELANE
5793,Traubenzucker,P08246,ELANE
5287543,ONO-6818,P08246,ELANE
289,Phthalhydroquinone,P08246,ELANE
9938355,CHEMBL114992,P08246,ELANE
44350512,CHEBI:647053,P08246,ELANE
9804457,CHEMBL344750,P08246,ELANE
10831749,CHEMBL142960,P08246,ELANE
10571766,CHEMBL142288,P08246,ELANE
10072025,CHEMBL91944,P08246,ELANE
44338029,CHEMBL320942,P08246,ELANE
10440405,CHEMBL339307,P08246,ELANE
10815491,CHEMBL142579,P08246,ELANE
10832773,CHEMBL343599,P08246,ELANE
10786746,CHEMBL143136,P08246,ELANE
44267468,CHEMBL11558,P08246,ELANE
9866842,CHEMBL41327,P08246,ELANE
10671458,CHEMBL357694,P08246,ELANE
10573143,CHEMBL143819,P08246,ELANE
44361701,CHEMBL140865,P08246,ELANE
44341406,CHEMBL325155,P08246,ELANE
10002661,CHEMBL314218,P08246,ELANE
10505465,CHEMBL356043,P08246,ELANE
10670178,CHEMBL344940,P08246,ELANE
9808874,CID 9808874,P08246,ELANE
10670907,CHEMBL142099,P08246,ELANE
10321894,CID 10321894,P08246,ELANE
9808564,CHEMBL12082,P08246,ELANE
44361716,CHEMBL142526,P08246,ELANE
44300070,CHEMBL293138,P08246,ELANE
44298993,CHEMBL55912,P08246,ELANE
10078395,CHEMBL339650,P08246,ELANE
9875205,CHEMBL56605,P08246,ELANE
44298884,CHEMBL56907,P08246,ELANE
10371325,CHEMBL406200,P08246,ELANE
9892148,CID 9892148,P08246,ELANE
44367935,CHEMBL118176,P08246,ELANE
44473061,CHEMBL595073,P08246,ELANE
44368434,CHEMBL357495,P08246,ELANE
44368218,CHEMBL355937,P08246,ELANE
139973,"3,3-Diethyl-1-phenylazetidin-2,4-dione",P08246,ELANE
44267427,CHEMBL416154,P08246,ELANE
10029465,CHEMBL171288,P08246,ELANE
44299064,CHEMBL293558,P08246,ELANE
10099653,CID 9808277,P08246,ELANE
44299253,CHEMBL417935,P08246,ELANE
9829396,CHEMBL596517,P08246,ELANE
9894208,CHEMBL595377,P08246,ELANE
44298855,CHEMBL56242,P08246,ELANE
44309051,CHEMBL306203,P08246,ELANE
44627001,CHEMBL567542,P08246,ELANE
10579612,CHEMBL110685,P08246,ELANE
10460911,CHEMBL128415,P08246,ELANE
10054626,CHEMBL335233,P08246,ELANE
44341284,CHEMBL333152,P08246,ELANE
44340528,CHEMBL114017,P08246,ELANE
44298633,CHEMBL293493,P08246,ELANE
44626812,CHEMBL566919,P08246,ELANE
44267447,CHEMBL274347,P08246,ELANE
44381293,CHEMBL354883,P08246,ELANE
10793708,CHEMBL110364,P08246,ELANE
9808548,CHEMBL26571,P08246,ELANE
10696687,CHEMBL273679,P08246,ELANE
44298908,CHEMBL301691,P08246,ELANE
10531634,CHEMBL323231,P08246,ELANE
44381178,CHEMBL169887,P08246,ELANE
44267176,CHEMBL274123,P08246,ELANE
44308945,CHEMBL68577,P08246,ELANE
44298959,CHEMBL55753,P08246,ELANE
44339167,CHEMBL109411,P08246,ELANE
44368008,CHEMBL358943,P08246,ELANE
10060710,CHEMBL49750,P08246,ELANE
10009631,CHEMBL130002,P08246,ELANE
9815828,CHEMBL10756,P08246,ELANE
10791069,CHEMBL305272,P08246,ELANE
24823607,CHEMBL405229,P08246,ELANE
45267519,CHEMBL565173,P08246,ELANE
45271783,CHEMBL564055,P08246,ELANE
10468056,CHEMBL296620,P08246,ELANE
10325233,CHEMBL431864,P08246,ELANE
44517752,CHEMBL558846,P08246,ELANE
10165977,CHEMBL278134,P08246,ELANE
44340361,CHEMBL326136,P08246,ELANE
44353344,CHEMBL336171,P08246,ELANE
44352097,CHEMBL131580,P08246,ELANE
44368452,CHEMBL152817,P08246,ELANE
44338019,CHEMBL107936,P08246,ELANE
44309326,CHEMBL68311,P08246,ELANE
10697242,CID 9936434,P08246,ELANE
44337844,CHEMBL108622,P08246,ELANE
44337930,CHEMBL323030,P08246,ELANE
44298975,CHEMBL417934,P08246,ELANE
44380948,CHEMBL166401,P08246,ELANE
9980302,CHEMBL319723,P08246,ELANE
11765406,CHEMBL128499,P08246,ELANE
44296343,CHEMBL50830,P08246,ELANE
44309216,CHEMBL67695,P08246,ELANE
44340561,CHEMBL112119,P08246,ELANE
10008826,CHEMBL273818,P08246,ELANE
10097512,CHEMBL354832,P08246,ELANE
10302080,CID 10165462,P08246,ELANE
44461186,CHEBI:653500,P08246,ELANE
10527174,CHEMBL139568,P08246,ELANE
44352045,CHEMBL340818,P08246,ELANE
9831417,CHEMBL293809,P08246,ELANE
44627002,CHEMBL578586,P08246,ELANE
10372563,CHEMBL127615,P08246,ELANE
15886812,CHEMBL24058,P08246,ELANE
10462942,CHEMBL419800,P08246,ELANE
10440161,CHEMBL127780,P08246,ELANE
10101683,CHEMBL337968,P08246,ELANE
44296152,CHEMBL299656,P08246,ELANE
44298856,CHEMBL57080,P08246,ELANE
10095870,CHEMBL421162,P08246,ELANE
44299057,CHEMBL417374,P08246,ELANE
44267147,CHEMBL442524,P08246,ELANE
13853520,CHEMBL145550,P08246,ELANE
10257948,CHEMBL276307,P08246,ELANE
10744508,CHEMBL143215,P08246,ELANE
44298619,CHEMBL56469,P08246,ELANE
10768396,CHEMBL304114,P08246,ELANE
20283207,CHEMBL566476,P08246,ELANE
10549313,CHEMBL143425,P08246,ELANE
44626998,CHEMBL567748,P08246,ELANE
10055869,CHEMBL128553,P08246,ELANE
10553305,CHEMBL110125,P08246,ELANE
44308955,CHEMBL66128,P08246,ELANE
10029484,CHEMBL109234,P08246,ELANE
10024023,CHEMBL326847,P08246,ELANE
10647120,CHEMBL342725,P08246,ELANE
24823446,CHEMBL408130,P08246,ELANE
9866692,CHEMBL326848,P08246,ELANE
9830006,CHEMBL307315,P08246,ELANE
10483274,CHEMBL174802,P08246,ELANE
44373154,CHEMBL160570,P08246,ELANE
44338671,CHEMBL107656,P08246,ELANE
44298842,CHEMBL293497,P08246,ELANE
700133,ST073764,P08246,ELANE
44298891,CHEMBL57405,P08246,ELANE
674656,ST033225,P08246,ELANE
9933704,CHEMBL22927,P08246,ELANE
10673918,CHEMBL13740,P08246,ELANE
10827508,CHEMBL356390,P08246,ELANE
44360131,CHEMBL342379,P08246,ELANE
10138967,CHEMBL23080,P08246,ELANE
10812871,CHEMBL326478,P08246,ELANE
9980554,CHEMBL112410,P08246,ELANE
44360093,CHEMBL141423,P08246,ELANE
44383307,CHEBI:652934,P08246,ELANE
10371949,CHEMBL274780,P08246,ELANE
13853505,CHEMBL146327,P08246,ELANE
45272654,CHEMBL562975,P08246,ELANE
14010383,CHEMBL10348,P08246,ELANE
44339197,CHEMBL110267,P08246,ELANE
10389512,CHEMBL11383,P08246,ELANE
10077271,CHEMBL273981,P08246,ELANE
10696461,CHEMBL14064,P08246,ELANE
10076807,CHEMBL322360,P08246,ELANE
10438569,CHEMBL107191,P08246,ELANE
10002668,CHEMBL274567,P08246,ELANE
10393970,CHEMBL104289,P08246,ELANE
44383467,CHEBI:648731,P08246,ELANE
44313065,CHEMBL421309,P08246,ELANE
44298927,CHEMBL299028,P08246,ELANE
14010390,CHEMBL9773,P08246,ELANE
44380440,CHEMBL168607,P08246,ELANE
9980407,CHEMBL367319,P08246,ELANE
10325129,CHEMBL325503,P08246,ELANE
11757887,CHEMBL368630,P08246,ELANE
9978440,CHEMBL11084,P08246,ELANE
10482544,CHEMBL112924,P08246,ELANE
12248312,CHEMBL430432,P08246,ELANE
44339168,CHEMBL323411,P08246,ELANE
10783016,AIDS097916,P08246,ELANE
44368445,CHEMBL345764,P08246,ELANE
44313077,CHEMBL305625,P08246,ELANE
15726857,CHEMBL313754,P08246,ELANE
23711928,CHEMBL10148,P08246,ELANE
10612715,CHEMBL298402,P08246,ELANE
9920598,CHEMBL144918,P08246,ELANE
9982602,CHEMBL104032,P08246,ELANE
44368071,CHEMBL152728,P08246,ELANE
10029428,CHEMBL169268,P08246,ELANE
10436952,CHEMBL275455,P08246,ELANE
10390443,CHEMBL107966,P08246,ELANE
10560388,CHEMBL48550,P08246,ELANE
18603196,CHEMBL165525,P08246,ELANE
45271792,CHEMBL562573,P08246,ELANE
10029970,CHEMBL11032,P08246,ELANE
14760206,CHEMBL86173,P08246,ELANE
10854087,CHEMBL315829,P08246,ELANE
14760300,CHEMBL314845,P08246,ELANE
674651,BAS 02052938,P08246,ELANE
44461644,CHEMBL405979,P08246,ELANE
10389844,CHEMBL113129,P08246,ELANE
10257209,CHEMBL104303,P08246,ELANE
15885812,CHEMBL142781,P08246,ELANE
44339163,CHEMBL111419,P08246,ELANE
44626813,CHEMBL567986,P08246,ELANE
11797855,CID 11797855,P08246,ELANE
14760237,CHEMBL85215,P08246,ELANE
10347655,CHEMBL326616,P08246,ELANE
11757806,CHEMBL325873,P08246,ELANE
46882318,()-oxazepam hemisuccinate sodium salt,P08246,ELANE
44296406,CHEMBL53523,P08246,ELANE
44295983,CHEMBL300307,P08246,ELANE
10394405,CHEMBL321296,P08246,ELANE
10370141,CHEMBL432442,P08246,ELANE
10358434,CHEMBL329376,P08246,ELANE
44316902,FR-901277,P08246,ELANE
45272660,CHEMBL562750,P08246,ELANE
18633082,CHEMBL307200,P08246,ELANE
10026572,CHEMBL432765,P08246,ELANE
10457506,3-Aminopyrimidine-tfmk,P08246,ELANE
44338659,CHEMBL413150,P08246,ELANE
10075424,CHEMBL273449,P08246,ELANE
44461629,CHEMBL84035,P08246,ELANE
10414990,CHEMBL107291,P08246,ELANE
44368072,CHEMBL346381,P08246,ELANE
3492365,"1,3-bis(4-methylphenyl)-1,3-diazetidine-2,4-dione",P08246,ELANE
716930,ST025783,P08246,ELANE
44360133,CHEMBL140763,P08246,ELANE
10323328,CHEMBL113409,P08246,ELANE
10016936,CHEMBL1172107,P08246,ELANE
44584941,CHEBI:606616,P08246,ELANE
44373526,CHEMBL159116,P08246,ELANE
14089176,CHEMBL10089,P08246,ELANE
10434048,CHEMBL85128,P08246,ELANE
11796530,CID 9910174,P08246,ELANE
10349323,CHEMBL75936,P08246,ELANE
14089173,CHEMBL9792,P08246,ELANE
44300083,CHEMBL61291,P08246,ELANE
45269260,CHEMBL561591,P08246,ELANE
